comment_id,video_id,text,like_count,published_at,sentiment_score,sentiment_label
Ugz2RgYa3y5YVZs-8MV4AaABAg,4mmGYUpKP_U,"I'm definitely not a modern feminist, but these are legitimate things that women go through.",39756,2023-02-26T11:42:21Z,0.2144,positive
UgzLJ_JZeznATGMLzLx4AaABAg,4mmGYUpKP_U,"It isn't just feminist tiktok dude, it is reality",6298,2023-03-05T11:11:35Z,0.0,neutral
UgwuMXqHIBL4ucwVRY54AaABAg,4mmGYUpKP_U,"The comments are refreshing. They aren’t even mad, they’re just simply correcting Ben.",2591,2023-03-05T13:56:24Z,-0.4939,negative
UgyYjXWQnsQvhZNFvkR4AaABAg,3xXLe8hC9oM,"I’ve said this before but your editor needs a raise! Like right now, go do it! Seriously",4579,2023-02-18T18:06:28Z,0.4184,positive
Ugyy0msBcUMrGOXUTAV4AaABAg,3xXLe8hC9oM,"Dude, give your editors a raise. This is amazing.",2327,2023-02-22T20:13:35Z,0.5859,positive
UgzaMKmRECGNPuBA21Z4AaABAg,3xXLe8hC9oM,"That one woman who called all men abusive because of the “patriarchy” and “misogyny” boils my blood. Imagine saying the entire other sex is abusive. My husband is such a kind, warm and beautiful soul and I know that many men are.",1713,2023-02-21T15:46:53Z,-0.0516,negative
Ugwi3mmGVufws1j7vOh4AaABAg,NcYPwsF8FyU,Woopi is a perfect example of modern day racism,5613,2023-02-04T10:49:23Z,-0.1027,negative
Ugz1yabtPS3bz74h4sR4AaABAg,NcYPwsF8FyU,I CANT STAND THAT PERSON. SHE NEEDS TO GET CANCELLED. THAT WHOLE SHOW SHOULD BE CANCELED,1689,2023-02-02T19:52:02Z,-0.25,negative
Ugx6koGYY1MOQCAxBYV4AaABAg,NcYPwsF8FyU,Whoopi is the perfect example of the blind leading the blind.💯,690,2023-02-07T07:33:26Z,-0.1779,negative
UgynRHx-qITAOS0B7zB4AaABAg,VuEHQwgHKjI,I think this whole thing was blown out of proportion and should've been dealt with in a meeting,8263,2023-01-20T20:55:58Z,0.0,neutral
Ugzya014SbHXXFx3lBV4AaABAg,VuEHQwgHKjI,Biggest mistake I ever made was trying to go into business with a friend.,6909,2023-01-22T15:30:24Z,0.2023,positive
UgzV70Ja4FFu21YrKdB4AaABAg,VuEHQwgHKjI,At least he’s consistent…Looks like he treats his wife the same as his friends.,1857,2023-04-29T16:02:26Z,0.6808,positive
UgxMVVwaVGJ70CB8ieB4AaABAg,O5By03X4--8,"Why is it socially acceptable to say that a man has a small dick? It's messed up that Greta was celebrated for ""owning"" Andrew Tate with that crappy response. Could you imagine if he disagreed with her and said that she was compensating for having small tits or a horse face? That would be so rediculously out of line and inappropriate. I'm getting so sick of the way men are treated.",8872,2023-01-04T20:54:32Z,-0.9022,negative
UgxrEKTlT5jvQJ6tm5N4AaABAg,O5By03X4--8,"Funny how AT got caught up in a sex trafficking charge in less than a week, but we still can't seem to get at the list of high profile politicians in the black book that went to Lolita Island with Jeffrey and Giselle.",3932,2023-01-05T00:42:39Z,0.2382,positive
UgwDgCR6Fstiaem0O494AaABAg,O5By03X4--8,I find it strange that the press was there to record the arrest,2774,2023-01-05T07:45:43Z,-0.4939,negative
UgyZIpT9gP_-3WbAXfR4AaABAg,GM7Qzk_8m1Q,If Ben and Andrew did a collab it would be the fastest talking podcast in the history of the internet,27743,2023-01-04T20:05:26Z,0.0,neutral
UgwjCv3x5jP7JnPIaA54AaABAg,GM7Qzk_8m1Q,Imagine Tate and Shapiro one on one in a conversation of logic and truth,6428,2023-01-03T23:44:50Z,0.3182,positive
UgxW93GOeSOKhx1IMGZ4AaABAg,GM7Qzk_8m1Q,Andrew and Ben would get 3hr podcast done in 1hr,6088,2023-01-05T00:43:30Z,0.0,neutral
Ugzq3wN2HOedEkNH5x94AaABAg,DG2YH3EiJSs,She just described the job duties of every customer service representative in the entire world,8892,2023-01-23T08:33:35Z,0.0,neutral
UgwIFPNR097BVE7IBc54AaABAg,DG2YH3EiJSs,The worst thing that you can do to a celebrity is to not feed into their insane god complex.,2558,2023-04-16T01:42:12Z,-0.6908,negative
UgxAyxKwKXnG0F42fAF4AaABAg,DG2YH3EiJSs,"""They told me to be nice, I was so oppressed""",956,2023-10-07T23:54:14Z,-0.294,negative
UgxdcdmwrojqKVhHciV4AaABAg,I0AZJO-41Uo,Joey fights the battle of the bulge every time he gets near a young girl.,11446,2022-12-26T07:43:20Z,-0.6486,negative
UgyUjVhHpV7MKYc5aZt4AaABAg,I0AZJO-41Uo,"That dude is so far gone that soon he will be telling us ""I said to Mr Lincoln: Don't go to that theater.""",1828,2022-12-31T20:09:02Z,0.0,neutral
Ugw2Y7fsRer0Xubl2Vt4AaABAg,I0AZJO-41Uo,"In the military you dont ""win"" any medal, you earn it",792,2022-12-31T01:59:14Z,-0.6834,negative
Ugyd3QApVLLtO-iRQCB4AaABAg,GVyLTC8O6Dw,He missed the tiny hint that mom was tired of his BS and wants him out of her house.,82383,2022-12-04T06:00:51Z,-0.6249,negative
UgwkKRxxO6eIReSC0eR4AaABAg,GVyLTC8O6Dw,"""I would love to see you own property one day"" The polite way of saying get out.",17642,2022-12-14T01:21:36Z,0.6369,positive
UgwLKji_ZlP0ZF5IL-R4AaABAg,GVyLTC8O6Dw,Mental illness is a hell of a drug,10259,2023-03-25T15:06:58Z,-0.8074,negative
Ugz-QKBK-o3B20bA1IV4AaABAg,N0XlziQBa2g,It’s like a toilet paper company reaching out to someone who can’t take a shit.,28902,2022-11-28T23:36:19Z,-0.0772,negative
UgzcQHLkwG8pET0RtBJ4AaABAg,N0XlziQBa2g,This has gone to a whole new level of creepy,5274,2022-11-28T23:34:16Z,0.0,neutral
UgwIAYpv7cLLlDx6OUR4AaABAg,N0XlziQBa2g,Saying a man needed a tampon used to be an insult back in my day,4895,2023-02-03T08:54:57Z,-0.5106,negative
UgxSXTtuhMqYUYlUnF14AaABAg,oF02-9LoPMA,“aaand we’ve lost visual.” was the cherry on top for me,11995,2022-12-28T20:23:13Z,-0.128,negative
Ugx5zHd1qUyOfBgQ1AR4AaABAg,oF02-9LoPMA,"""We're gonna need a pretty lady or a small child of some sort with nice smelling hair to get the eagle back on track.""",8680,2023-02-04T21:18:05Z,0.7184,positive
Ugx0ecRYFyHxTj4BHNl4AaABAg,oF02-9LoPMA,"""Eagle is wandering..."" 😂",7696,2022-11-25T20:18:32Z,0.4404,positive
UgwdjPLb-1vms5w8tGN4AaABAg,RP9nJmIMrHw,"Hearing that Kimmel lost over half of his audience, literally, has made my day.",7063,2022-12-11T03:02:18Z,-0.3182,negative
UgyYgyBlfy7be33-AJp4AaABAg,RP9nJmIMrHw,I keep forgetting he exists until someone like you brings him up again.,6246,2022-11-12T18:12:12Z,0.3612,positive
UgzsZL7QWil5caa2_Wp4AaABAg,RP9nJmIMrHw,Kimmel got exactly what he asked for.  He told the conservative viewers to stop watching... and they did.,1621,2022-11-29T10:02:03Z,-0.296,negative
Ugz6H76Wzl71hiL2pAl4AaABAg,MXJGg1CpJjU,“It is a habit of tyrants never to like anyone who has a spirit of dignity and independence.” Aristotle,3239,2022-10-29T16:23:33Z,0.316,positive
UgzRCCAW3iLthzXIpC94AaABAg,MXJGg1CpJjU,"When they say it’s a threat to “us”, they’re talking about their power structure, not the American citizens.",684,2022-11-06T21:27:02Z,-0.5267,negative
UgzRKDl_s9r64epCOSh4AaABAg,MXJGg1CpJjU,Went off of Facebook about 2 years ago. Life is much better without the drama that goes on there…,408,2022-10-29T21:21:26Z,0.4404,positive
UgzKSnk2CXOIJiggsed4AaABAg,xduluDaCZp4,You know who else had that type of attitude she does? Sodom and Gomorrah,9052,2022-10-11T00:57:07Z,0.0,neutral
Ugw7lW4dR_w1X4cJWJx4AaABAg,xduluDaCZp4,"""Stop twisting my words to suit your purposes""

-Jesus Christ",3851,2022-10-11T12:22:42Z,-0.296,negative
UgwL_6c1ScTlvCzDP7J4AaABAg,xduluDaCZp4,People who have never cracked open a Bible saying what Jesus supposedly said makes me sick. We are living in a completely immoral society.,2519,2023-01-06T17:54:43Z,-0.7645,negative
UgxPD_PTdpStmHz8Ipt4AaABAg,4d6VPu6L-1U,This is very disturbing,15602,2022-10-05T00:02:23Z,-0.5563,negative
Ugzo0L_JpWO5Fw7Qr0F4AaABAg,4d6VPu6L-1U,It’s disgusting how interested they are in a child’s sexual identity,8997,2023-04-17T19:55:16Z,-0.1779,negative
UgxZewj38_LKHL7WHr54AaABAg,4d6VPu6L-1U,She needs to be on the sex offenders registry,3916,2023-04-19T18:19:32Z,-0.3612,negative
UgzbF_e9m4WqXof_MQ94AaABAg,xrf2j0YQFQA,She doesn't know what capitalism is.,6970,2022-09-25T23:13:45Z,0.0,neutral
Ugz3g2zCpqrs4NkosUB4AaABAg,xrf2j0YQFQA,"“Capitalism is stupid”
She tweets on her $2000 iPhone",1358,2022-09-26T11:55:56Z,0.0,neutral
UgzSeui2azcgNrIZshl4AaABAg,xrf2j0YQFQA,She's right to a degree. Our country doesn't work. Not because of capitalism but because of people like her,1254,2023-01-16T19:18:05Z,0.5023,positive
UgyfxXSEb00G3HdAFY94AaABAg,qkIbw2hFlJk,"Pretty sure the ""dancing"" is bc she knew from the start that no one would keep watching if it was just her ranting! What do you guys think?",2688,2022-09-23T20:23:42Z,0.5562,positive
Ugx6yLLke9Uz7MJ8QrF4AaABAg,qkIbw2hFlJk,She is like a 4 year old that can’t stay still and even while speaking is fighting invisible demons and jumping,1013,2022-10-08T09:33:18Z,0.0,neutral
UgxExt0aeaHyoKcwbNJ4AaABAg,qkIbw2hFlJk,This is what a liberal arts degree gets you.,878,2022-10-13T15:14:44Z,0.0,neutral
UgzD7W1qfpYud_Ggx_14AaABAg,giZ5tbesfoM,"I will expound upon what he said in order..
1. DONT commit crimes your life will be exponentially harder.
2. DONT have kids while you are finacially unstable and don't have support outside i.e (single parent household.)
3. DO be disciplined enough to learn new skills through self - education or trade.
4. DO be a hard worker , wise with your resources and keep improving yourself as a person everyday.

I guarantee you will succeed in some way,  form or fashion",1973,2022-09-21T00:39:03Z,0.6192,positive
UgyZ9Bz3G24H56Jyv9t4AaABAg,giZ5tbesfoM,I couldn't concentrate on how to be rich in america after I seen the piggy bank with a EURO COIN,1232,2022-09-20T20:45:40Z,0.5574,positive
UgzocCypi4erWF_km894AaABAg,giZ5tbesfoM,"""You wanna be rich in America?"" *stock photo showing a euro*",553,2022-10-02T02:02:16Z,0.5574,positive
UgyVAz29zjRzoPearEl4AaABAg,mD6UeTwJO3U,"Ben living in California

This is the simplest way to distinguish a fake Ben Shapiro profile",9042,2022-08-28T21:11:27Z,-0.4767,negative
UgwTdBWMBBBarCOcnmJ4AaABAg,mD6UeTwJO3U,"Ben Shapiro saying ""ain't"" is so satisfying lol",3534,2022-08-28T21:06:48Z,0.7873,positive
UgyjSxDbVVqZ0gs22Vt4AaABAg,mD6UeTwJO3U,"Ben has millions of dollars , i highly doubt he would need a loan for 20 k",2609,2022-08-28T21:21:42Z,-0.4201,negative
UgyY8RNka7syR9y47hV4AaABAg,kluMcW0k1sQ,Gotta love how angrily she discusses her ability to control her anger.,8211,2022-08-22T18:10:58Z,0.0,neutral
UgwnwZGfgVziAU30VYR4AaABAg,kluMcW0k1sQ,"Soon enough Marvel will give us what we all really want:

THEY-HULK",4782,2022-08-22T17:47:38Z,0.5256,positive
UgxDYHJ7mAh5cPC_jmd4AaABAg,kluMcW0k1sQ,"Imagine deleting male characters from a movie, then calling that movie ""inclusive"", then blaming "" toxic men "" when it flops........",4087,2022-08-22T17:48:45Z,-0.6808,negative
UgxXk1Xx5yoQQVtpQfR4AaABAg,AZEIz3aWSBw,"""hes wrong and we're right"" sounds like a spoiled brat to me.",29595,2022-08-21T19:33:45Z,-0.1531,negative
Ugzr2Dh_8GOT6xciao94AaABAg,AZEIz3aWSBw,"lady, the dog is innocent, leave him out of your debate.",10853,2022-08-21T19:14:40Z,0.296,positive
UgzQFhstwWBD84R9QTp4AaABAg,AZEIz3aWSBw,"Adult children rebelling.  Act and think your age, not your shoe size.",5490,2022-08-21T19:19:22Z,-0.2732,negative
UgyejTh2AIFG8RdWknZ4AaABAg,icLSlFqSmw0,She lost me at “pregnant people”.,5795,2022-07-17T19:02:12Z,-0.3182,negative
Ugy-5Si3eVm7YiGcz6h4AaABAg,icLSlFqSmw0,As soon as she said “pregnant people”she lost all credibility as an expert.,3796,2022-07-27T15:33:41Z,-0.3182,negative
UgyA7C5qAyEWwqp9kmB4AaABAg,icLSlFqSmw0,Pregnant people...... she is not a medical professional she is an activist.,1756,2022-07-17T20:12:41Z,0.0,neutral
Ugz6Yt1Mea4itUKYODh4AaABAg,cIwzvkFSSlI,Just because some people are racist doesn’t mean the whole state is or there are laws against you state-wise or federally,2736,2022-07-02T19:07:12Z,-0.6124,negative
UgymCBefafMFUadAAvV4AaABAg,cIwzvkFSSlI,He wishes there were racist laws being enforced just so he could have the moral high ground in live Q&As,2011,2022-07-03T02:17:52Z,-0.5267,negative
UgxfSiWGIGd21KwdynN4AaABAg,cIwzvkFSSlI,But yet he lives in Alabama.,1163,2022-07-02T20:10:01Z,0.0,neutral
Ugzwb7daFCseFQ1IDQZ4AaABAg,M90PbojaTCU,"As usual, the editor needs a raise for being in the today's meta of video editing. This editor deserves to be on the team",14119,2022-07-02T17:18:40Z,0.0,neutral
UgzKkEYO9vMR3AJE_PZ4AaABAg,M90PbojaTCU,Praying for Ben's mental and spiritual health after having to endure this horrific form of torture.,3891,2022-07-02T17:17:12Z,-0.8248,negative
Ugyk6FP9s1Mk4yWvvzR4AaABAg,M90PbojaTCU,"“We the Jewish community are horrified”
Ben “uhh no” 
I literally died laughing",2179,2022-07-07T04:29:35Z,-0.1027,negative
UgzYgpVYGVh7ClWMQpl4AaABAg,K10-9rDXG80,"""w h a t  i s  y o u r  f a v  a r g u m e n t   f o r   g o d 's   e x i s t a n c e   a n d  w h y ?""-🗿
*becomes eminem*",24816,2022-07-11T20:47:18Z,0.0,neutral
UgyEwqEtLO4XaIUPvYJ4AaABAg,K10-9rDXG80,"It’s not that he talks fast, but he thinks that fast aswell",16220,2022-06-23T19:21:42Z,0.0,neutral
UgwoW0RqDIxfwQwu-554AaABAg,K10-9rDXG80,"Man: speak at 0.75x
Ben: speak at 2x",9202,2023-02-10T22:14:20Z,0.0,neutral
UgxNUcwPXBCWwRXDpgZ4AaABAg,iPvcUcX5zBo,"""Free speech is people you don't like saying things you don't like"" - Musk",4425,2022-06-17T00:50:09Z,0.0207,neutral
Ugzl-hscMoPlr155YyJ4AaABAg,iPvcUcX5zBo,"Elon Musk:
I would vote for Governor Ron DeSantis if he ran in 2024.

DeSantis:
I welcome support from African Americans.
             Hahahaha... EPIC!!",3329,2022-06-17T00:03:30Z,0.7418,positive
UgxZUrRAaEGNAywL1KV4AaABAg,iPvcUcX5zBo,I have never seen any political leader as ethical and transparent as Ron DeSantis... he holds lengthy press conferences to explain everything he is doing and why he is doing it.,1897,2022-06-17T01:03:09Z,0.5106,positive
UgySgAI1OxlppBzrpB14AaABAg,AvqUxYSRapo,"I have no clue why Maher thinking Trump is crazy is such an issue but Biden, being senile, is safer",2676,2022-06-12T20:09:00Z,0.34,positive
Ugz3OqM5NbG_jiezZKd4AaABAg,AvqUxYSRapo,I love that the two of you can have a polite discussion while disagreeing. If only congress and the media followed your lead. Thank you Ben. Thank you Bill.,2568,2022-06-13T03:04:11Z,0.7783,positive
Ugz7tRumFisJPOlzQT54AaABAg,AvqUxYSRapo,"This is what constructive dialect looks like. Thank you Ben and Bill, for showing people that this kind of thing still exist in our society today.",945,2022-06-15T19:41:13Z,0.6124,positive
UgwbStqOJjxWVUw9_KF4AaABAg,SxxunD1HcFA,"Joe's not in trouble.
We are.",6233,2022-05-17T23:05:57Z,0.3089,positive
UgzyLd-ZlS00u3DbJi94AaABAg,SxxunD1HcFA,The fact that 33 percent still thinks he's doing a great job is insane 🤡,3007,2022-05-17T23:05:23Z,0.34,positive
Ugx6iU3waeIIhuQbO1N4AaABAg,SxxunD1HcFA,"""I know you're frustrated...
*I know...* I can TASTE it.""
- Reptile Biden, 2022",2265,2022-05-19T19:55:22Z,-0.5267,negative
UgwLZ1LWR_MKgcNHbaV4AaABAg,Ay0105SHSFc,"When someone starts a convo with, “I have a question for white people,” I move on. The bigotry has to stop.",2132,2022-05-13T14:07:18Z,-0.296,negative
UgxWmTGP5rv0xOFwRo54AaABAg,Ay0105SHSFc,"Whenever a person starts a conversation with “I have a question for (black, white, Asian, Latino, etc..) people,” - you have found the racist in the room.",1997,2022-05-14T05:05:26Z,-0.6124,negative
UgzpSBbBI90lfkDK6MN4AaABAg,Ay0105SHSFc,"No, i don’t talk about slavery at the dinner table…",1132,2022-05-12T19:48:20Z,-0.7003,negative
UgxDuDIdGqlAgrnJCy54AaABAg,tbCB6-oY6s0,"""Believe all women"" led to Amber Heard. Never again with that nonsense.",25283,2022-05-01T21:21:58Z,-0.4019,negative
Ugw3udziwiYesX0gJ294AaABAg,tbCB6-oY6s0,“Believe all woman” that’s the dumbest thing I’ve amber heard,6160,2022-07-06T06:50:47Z,-0.5106,negative
Ugzm9m-2OF-zn0NAHqp4AaABAg,tbCB6-oY6s0,"If we believe all women, then what do we do when one woman calls another woman a liar 🤔",5517,2022-05-01T21:01:21Z,-0.5106,negative
Ugz4bxFVJTCvDYhT_v54AaABAg,sMrzNdkQps4,"I actually salute that guy for getting on a microphone, in front of thousands, and proving himself a total moron lol",22936,2022-05-04T18:27:06Z,-0.1065,negative
UgzNPfzgYY4K9Wk57GR4AaABAg,sMrzNdkQps4,"This is literally the perfect example of ""it's impossible to argue with a stupid person""",11856,2022-05-06T21:55:11Z,-0.2732,negative
UgyqCS3Px8wSoUkjjD94AaABAg,sMrzNdkQps4,His stupidity is boundless… He is no doubt a representative of woke.,9605,2022-04-28T20:23:27Z,-0.1999,negative
Ugw-KEKq0KCBqDdVpx94AaABAg,OwzROBpMun0,Whoever's editing those hilarious clips in needs a SERIOUS RAISE.,26078,2022-04-09T14:15:15Z,0.1697,positive
Ugyj-QZXRvdaWlTv7zN4AaABAg,OwzROBpMun0,"That first woman was insufferable
The level of ego on her, telling people that only certain people can have an opinion about an event that happened on television?
That is pure privilege, right there",10978,2022-04-09T14:06:52Z,0.5574,positive
UgzCuk6ZK_Sa35l-lnB4AaABAg,OwzROBpMun0,That person putting they're uterus in a jar and then on display was actually disturbing.  That is some serial killer shit right there.,3468,2022-04-09T15:23:42Z,-0.9042,negative
UgzRJcr1HOp9S9KT2954AaABAg,MxrghLkJhKY,Im also getting fed up of having no money in my bank when I identify as extremely wealthy. It’s so triggering.,11173,2022-05-18T16:18:54Z,0.1513,positive
Ugx_AT7UX9EtHThCMeF4AaABAg,MxrghLkJhKY,"Someone needs to tell her that women are allowed to wear pants and plaid shirts. Its not this great ""man disguise"" she thinks it is.",9268,2022-04-02T17:12:52Z,-0.7066,negative
UgwwrbUfLjPHsBIho-J4AaABAg,MxrghLkJhKY,"""What about this, says woman?""
The smooth skin
The recessive jaw
The oddly colored hair
The diminutive frame
The high voice
The histrionic attitude
The bearing
The narrow shoulders
The small hands
The lack of Adam's apple
The list goes on. Grow a beard or something",4056,2022-05-26T21:27:56Z,-0.3182,negative
UgzzGZ8VhkkdMW0VFc94AaABAg,Rv-4QIl5xLk,The bible refers to Him as a He,17934,2022-03-27T22:06:35Z,0.0,neutral
UgyjwLAFPrfnC0jhU9d4AaABAg,Rv-4QIl5xLk,"“God is autistic”
Listen buddy, u ain’t God",5541,2022-03-28T01:23:13Z,0.2732,positive
UgzSMY1IJ8pzsCeKzBB4AaABAg,Rv-4QIl5xLk,"""you're not respecting his pronouns"" hahahhahahaha, that made my day",3921,2022-05-04T21:54:51Z,-0.3875,negative
UgyCX8WVPkPEUGSnYXF4AaABAg,jWXIZoajd1w,"I was Iron Man when I was his age, yet my parents never let me fully transition.",23806,2022-04-10T19:50:26Z,0.0,neutral
Ugx3ImobDG5-opn_MCx4AaABAg,jWXIZoajd1w,"Liberals : "" clothing has no gender ""
Also liberals : "" my little boy likes wearing girl's clothing, therefore he's a girl. """,7054,2022-04-19T23:08:56Z,0.0828,positive
UgwKPIFr86v6HCWLD6d4AaABAg,jWXIZoajd1w,I wanted to be a Transformer as a kid.  Thank God my parents didn't fuse an engine to my back and wheels on my hands and feet.,6289,2022-03-26T20:22:13Z,0.5574,positive
Ugxoj_UCjZTKSfnN4hZ4AaABAg,ADlFj-mDyb0,Ben's dry humor paired with the complete and utter degeneracy that is TikTok is an absolutely beautiful thing to witness.,9034,2022-03-19T15:17:59Z,0.7425,positive
UgzuEwXUfezWU-TdNJF4AaABAg,ADlFj-mDyb0,"One of my students asked me my pronouns. I said, “If I could choose, I’d pick Your Royal Highness”. They said, “That’s ridiculous”. I said, “Exactly, moving on.”",5693,2022-05-11T21:52:51Z,0.0,neutral
Ugz9d9RAsi_-SvFeC5p4AaABAg,ADlFj-mDyb0,That video of the little boy being convinced he’s a girl breaks my heart.,4747,2022-03-19T14:12:35Z,0.7675,positive
UgyletW9_iPLEIYfbpl4AaABAg,-Z75IQdhYAA,"The one pronoun they all forget is ""unemployable"".",13738,2022-05-05T12:34:10Z,-0.2263,negative
UgxzxC9PzoA6yVK6Sdx4AaABAg,-Z75IQdhYAA,HUMANITY RESTORED. Whoever is editing this is incredible.,10939,2022-02-12T15:46:48Z,0.4824,positive
Ugyy9IprXNxunXXK6YF4AaABAg,-Z75IQdhYAA,"I'm from India, and this seems hilarious to have people so confused about their gender or sexuality. In India, we call them mental patients and don't give another second thought to it.",7651,2022-11-01T13:05:36Z,-0.075,negative
UgxpooK_mmBTPyezoEh4AaABAg,TOKrB6-iZ5M,It never ceases to amaze me how the people obsessed with ending racism are consistently the most overt and vulgar racists.,13059,2022-02-10T03:33:37Z,-0.9032,negative
UgzILW-aS7oMoL9KbhJ4AaABAg,TOKrB6-iZ5M,"“Racism is not dead, but it is on life support — kept alive by politicians, race hustlers and people who get a sense of superiority by denouncing others as 'racists.'""
— Thomas Sowell",3651,2022-02-10T07:55:55Z,0.7594,positive
Ugz9WDH9r5JLsew-02V4AaABAg,TOKrB6-iZ5M,Strange how the ones who claim racism are themselves the biggest racists.,3574,2022-02-10T03:02:32Z,-0.8555,negative
Ugz_1B59ugPvVMT4EX94AaABAg,-UYJoGDqicI,"Whoopi is always the one touting “it’s not cancel culture, it’s consequence culture.” Well I guess this is her consequence 😂",2951,2022-02-04T03:17:23Z,0.6174,positive
Ugz18M0FAKxnqK7YRKp4AaABAg,-UYJoGDqicI,"So she isn't really sorry because she clearly doesn't think she has done anything wrong. What gives these people the right to keep changing definitions? Changing them to what suits THEM, not society in general. This shit HAS TO STOP.",2552,2022-02-04T01:19:42Z,-0.7989,negative
UgxGXzQoAtMI8vlBF8R4AaABAg,-UYJoGDqicI,"She's more upset about her suspension than the racist comments she made, how self-unaware do you have to be , she's utterly shameless , literally playing the victim card.",2063,2022-02-04T02:47:35Z,-0.8716,negative
Ugx-SpETNMTym1Hcxjd4AaABAg,cZaOKA8md30,"If that guys is a troll, well done.  if not then clearly he is insane.",42200,2022-01-16T18:04:10Z,-0.4325,negative
UgzLZPA6_hjmSMV2AjF4AaABAg,cZaOKA8md30,Has to be sarcasm - something similar to “I identify myself as an attack helicopter” but louder,3320,2022-03-26T06:04:26Z,-0.3612,negative
UgxTlILqEkCPmMw2Dkh4AaABAg,cZaOKA8md30,"What if, theoretically, I couldn’t differentiate between satire, reality, and shit posting",3011,2022-02-14T04:07:51Z,-0.5574,negative
UgxU1Kjp8Q1NwGcf-AJ4AaABAg,HK7sDMAQjUM,"""Mike Oxlong"" is a new one I had not heard before.  Points to whoever came up with that.",9314,2022-01-16T15:30:49Z,0.0,neutral
UgwuFzbiVtNRqX4XwZx4AaABAg,HK7sDMAQjUM,CNN fact checkers approved of this.,3240,2022-01-16T15:02:57Z,0.4215,positive
UgwOUiBrjt443v3DCdl4AaABAg,HK7sDMAQjUM,"“CNN, the most reliable network”
 - Aneed Morehead",1951,2022-01-16T17:01:30Z,0.0,neutral
UgwW5UfJe9ap57kG7dl4AaABAg,Os6SeVe4sw4,I guess they don’t want to sell any candles 😂,17515,2022-01-18T21:13:23Z,0.4939,positive
UgzKHYFAraFGqA_-zx14AaABAg,Os6SeVe4sw4,The customer that yelled has been waiting his entire life to reach that level of confidence.,5352,2022-01-15T23:22:05Z,0.5267,positive
Ugx--xenmHObGL7kpmx4AaABAg,Os6SeVe4sw4,"If he kept his mask up and shoved all the candles in his backpack and ran out, he would have been just fine.",4407,2022-01-26T13:46:31Z,0.2023,positive
UgyidnBly2KdHfXnFQ94AaABAg,DWMQcKqSa28,"Sometimes I think Jordan complicates things more than needed...then I realize, he’s actually simplifying complicated things 🤔",8203,2021-12-18T19:49:21Z,0.0,neutral
Ugy02mH0VR6loQNMR1J4AaABAg,DWMQcKqSa28,This needs to be a show. Peterson and Shapiro talking about deep stuff,4299,2021-12-18T19:17:20Z,0.0,neutral
UgzA2QZy8A73qk06VFR4AaABAg,DWMQcKqSa28,Wisdom from two giants can make even the smallest of men become mighty. Thank you Ben and Jordan.,3266,2021-12-18T21:55:53Z,0.7096,positive
Ugw4C4Q7CA-reBon7S14AaABAg,3enLBUJ5Od0,Glad to see Jordan is healthy.,13905,2021-12-18T02:33:15Z,0.6908,positive
UgyO7khYX_5SqohY3bB4AaABAg,3enLBUJ5Od0,Imagine walking into a shop and just seeing Ben and Jordan talking. Bruh id never leave,11924,2021-12-18T02:30:42Z,0.0382,neutral
Ugzw1YQeNHhzZgLTHT94AaABAg,3enLBUJ5Od0,"Jordan is a force of absolute good. You can hear it in his voice, see it in the tears in his eyes. He is trying to make the world a better place.",6270,2021-12-18T03:09:04Z,0.5994,positive
Ugwr582z7lhnavBNRRx4AaABAg,po1cS4BsrSM,This is what happens when you don't discipline your children.,18269,2021-12-04T19:10:24Z,0.0,neutral
UgwMIolfTZlxVuPWzxZ4AaABAg,po1cS4BsrSM,I love how the girl says she's lazy so she doesnt shave her arm pits and yet clearly regularly takes the time to shave the front of her head.,10217,2021-12-05T21:59:12Z,0.6597,positive
UgyTI69bjxSwNuVWE754AaABAg,po1cS4BsrSM,How long can Ben's sanity lasts agaist those woke TikTok videos? Your sacrifice for our entertainment won't be forgotten Ben.,7509,2021-12-04T19:03:35Z,0.5371,positive
UgxDlnK9_BEuZH5JPeh4AaABAg,QDiyWlGQkls,The fact that some people still try to debate Ben is beyond me 😂,12694,2021-11-22T22:02:48Z,0.4404,positive
Ugz00x_ejV-mK0XwKV94AaABAg,QDiyWlGQkls,"I appreciate that Ben understands these are all young minds and presents his answers clearly, calmly and without antagonizing.",7944,2021-12-07T09:10:17Z,0.8657,positive
UgyjUTWCnL0QLeIg3HZ4AaABAg,QDiyWlGQkls,Ben is the person I imagine myself as when I make fake arguments in my head late at night 😂,5711,2021-11-23T01:21:49Z,-0.4404,negative
Ugyt_2Ah80h8ZVzAA8R4AaABAg,GF-6ghJ1xcE,"That’s the thing about abortion jokes, they don’t have any delivery",13788,2021-11-14T23:03:25Z,0.25,positive
UgzJdkALPlcXgYgJvqJ4AaABAg,GF-6ghJ1xcE,Goober doesn't actually entertain children anymore. They make her feel dead inside.,2430,2021-11-15T07:03:59Z,-0.7401,negative
Ugzez6B9XoC6lT_f0iB4AaABAg,GF-6ghJ1xcE,"Even if you’re pro choice, you have to agree that his skit is in really bad taste",2164,2021-11-14T23:37:08Z,-0.3167,negative
UgygZveMb1RtQ4gCHgx4AaABAg,7EJeA8yLgqo,"People in 1921: *We are going to have flying cars in the future*
People in 2021: *I'm a flying car*",12645,2021-11-13T21:07:09Z,0.0,neutral
